policy,k,batch_size,layer_id,accesses,hits,misses,fetches,compulsory_loads,refetches,evictions,hit_rate,h2d_bytes,h2d_reduction_vs_stream2
quota_lru_k,64,50,31,707311,212,707099,707099,128,706971,707035,0.00029972671144659136,6673023369216,0.000299726711446624
quota_lru_k,64,50,32,723102,171,722931,722931,128,722803,722867,0.00023648116033422672,6822432866304,0.00023648116033425648
quota_lru_k,64,50,33,711496,327,711169,711169,128,711041,711105,0.00045959499420938416,6711432708096,0.0004595949942093336
quota_lru_k,64,50,34,709443,290,709153,709153,128,709025,709089,0.00040877138825811234,6692407345152,0.0004087713882581223
quota_lru_k,64,50,35,717922,601,717321,717321,128,717193,717257,0.000837138296360886,6769490264064,0.0008371382963608953
quota_lru_k,64,50,36,707052,963,706089,706089,128,705961,706025,0.0013619931773052052,6663491813376,0.0013619931773052318
quota_lru_k,64,50,37,693096,368,692728,692728,128,692600,692664,0.0005309509793737087,6537401597952,0.0005309509793737233
quota_lru_k,64,50,38,703325,142,703183,703183,128,703055,703119,0.00020189812675505635,6636067356672,0.00020189812675508456
quota_lru_k,64,50,39,708552,134,708418,708418,128,708290,708354,0.00018911808872178754,6685471014912,0.0001891180887217958
quota_lru_k,64,50,40,690803,88,690715,690715,128,690587,690651,0.00012738798181247043,6518404546560,0.00012738798181244348
quota_lru_k,64,50,41,672413,152,672261,672261,128,672133,672197,0.00022605154867618563,6344250753024,0.00022605154867616495
quota_lru_k,64,50,42,663643,107,663536,663536,127,663409,663472,0.00016123126439968478,6261911322624,0.00016123126439970825
quota_lru_k,64,50,43,663285,66,663219,663219,125,663094,663155,9.950473778240123e-05,6258919735296,9.950473778241875e-05
quota_lru_k,64,50,44,668264,90,668174,668174,126,668048,668110,0.0001346773131576742,6305680982016,0.00013467731315763842
quota_lru_k,64,50,45,660612,34,660578,660578,128,660450,660514,5.146742717359055e-05,6233996132352,5.146742717354602e-05
quota_lru_k,64,50,46,677243,45,677198,677198,126,677072,677134,6.644586950326544e-05,6390842130432,6.644586950321774e-05
quota_lru_k,64,50,47,671844,96,671748,671748,121,671627,671684,0.00014289031382285172,6339409477632,0.0001428903138228632
permanent_k,96,50,0,750647,610144,140503,140503,32,140471,0,0.812824137044443,1325952663552,0.812824137044443
permanent_k,96,50,1,750519,605360,145159,145159,32,145127,0,0.8065885074195324,1369892192256,0.8065885074195324
permanent_k,96,50,2,695582,603054,92528,92528,32,92496,0,0.8669775813635201,873203761152,0.8669775813635201
permanent_k,96,50,3,731407,602848,128559,128559,32,128527,0,0.8242305583621704,1213234937856,0.8242305583621704
permanent_k,96,50,4,707788,600188,107600,107600,32,107568,0,0.8479770778820777,1015440998400,0.8479770778820777
permanent_k,96,50,5,713851,602214,111637,111637,32,111605,0,0.8436130228857283,1053538910208,0.8436130228857283
permanent_k,96,50,6,711032,599589,111443,111443,32,111411,0,0.843265844575209,1051708096512,0.843265844575209
permanent_k,96,50,7,710291,600386,109905,109905,32,109873,0,0.8452676438248549,1037193707520,0.8452676438248549
permanent_k,96,50,8,731917,601726,130191,130191,32,130159,0,0.822123273540579,1228636422144,0.822123273540579
permanent_k,96,50,9,716962,596161,120801,120801,32,120769,0,0.8315098987115077,1140021264384,0.8315098987115077
permanent_k,96,50,10,715058,598600,116458,116458,32,116426,0,0.8371348897571945,1099035574272,0.8371348897571945
permanent_k,96,50,11,723738,599569,124169,124169,32,124137,0,0.828433770231769,1171805700096,0.828433770231769
permanent_k,96,50,12,702847,593238,109609,109609,32,109577,0,0.8440499852741777,1034400301056,0.8440499852741777
permanent_k,96,50,13,691573,593280,98293,98293,32,98261,0,0.857870391122846,927609126912,0.857870391122846
permanent_k,96,50,14,696640,588368,108272,108272,32,108240,0,0.8445796968305007,1021782786048,0.8445796968305007
permanent_k,96,50,15,710387,592745,117642,117642,32,117610,0,0.8343973073831588,1110209200128,0.8343973073831588
permanent_k,96,50,16,677709,595676,82033,82033,32,82001,0,0.8789554218698586,774160515072,0.8789554218698586
permanent_k,96,50,17,668368,585799,82569,82569,32,82537,0,0.8764617695640725,779218845696,0.8764617695640725
permanent_k,96,50,18,696935,595079,101856,101856,32,101824,0,0.853851506955455,961233813504,0.853851506955455
permanent_k,96,50,19,706924,595346,111578,111578,32,111546,0,0.8421640798728011,1052982116352,0.8421640798728011
permanent_k,96,50,20,716192,598874,117318,117318,32,117286,0,0.8361919708681471,1107151552512,0.8361919708681471
permanent_k,96,50,21,701005,592701,108304,108304,32,108272,0,0.8455018152509611,1022084775936,0.8455018152509611
permanent_k,96,50,22,710745,594045,116700,116700,32,116668,0,0.8358060907920563,1101319372800,0.8358060907920563
permanent_k,96,50,23,710831,591819,119012,119012,32,118980,0,0.832573424625544,1123138142208,0.8325734246255438
permanent_k,96,50,24,702926,591067,111859,111859,32,111827,0,0.8408666061576894,1055633965056,0.8408666061576895
permanent_k,96,50,25,690120,588192,101928,101928,32,101896,0,0.8523039471396279,961913290752,0.8523039471396279
permanent_k,96,50,26,705241,591294,113947,113947,32,113915,0,0.8384282819631871,1075338805248,0.8384282819631871
permanent_k,96,50,27,714223,590503,123720,123720,32,123688,0,0.82677679100225,1167568404480,0.82677679100225
permanent_k,96,50,28,683455,594441,89014,89014,32,88982,0,0.8697587990430972,840041496576,0.8697587990430972
permanent_k,96,50,29,698769,594184,104585,104585,32,104553,0,0.8503296511436541,986987888640,0.850329651143654
permanent_k,96,50,30,698061,592732,105329,105329,32,105297,0,0.8491120403517745,994009153536,0.8491120403517745
permanent_k,96,50,31,707311,596917,110394,110394,32,110362,0,0.8439243840404009,1041808490496,0.8439243840404009
permanent_k,96,50,32,723102,598557,124545,124545,32,124513,0,0.8277628882232382,1175354081280,0.8277628882232382
permanent_k,96,50,33,711496,597303,114193,114193,32,114161,0,0.8395029627714,1077660352512,0.8395029627714
permanent_k,96,50,34,709443,594947,114496,114496,32,114464,0,0.8386114176896523,1080519819264,0.8386114176896523
permanent_k,96,50,35,717922,599811,118111,118111,32,118079,0,0.8354821275848908,1114635239424,0.8354821275848908
permanent_k,96,50,36,707052,595108,111944,111944,32,111912,0,0.8416750111731528,1056436125696,0.8416750111731528
permanent_k,96,50,37,693096,596695,96401,96401,32,96369,0,0.860912485427704,909753974784,0.8609124854277042
permanent_k,96,50,38,703325,594480,108845,108845,32,108813,0,0.8452422422066612,1027190292480,0.8452422422066612
permanent_k,96,50,39,708552,600590,107962,107962,32,107930,0,0.8476300963090924,1018857259008,0.8476300963090924
permanent_k,96,50,40,690803,599601,91202,91202,32,91170,0,0.8679768327583985,860690055168,0.8679768327583985
permanent_k,96,50,41,672413,596945,75468,75468,32,75436,0,0.8877654060822738,712205402112,0.8877654060822738
permanent_k,96,50,42,663643,595877,67766,67766,31,67735,0,0.8978878704363641,639520210944,0.8978878704363641
permanent_k,96,50,43,663285,595174,68111,68111,29,68082,0,0.8973126182561041,642776039424,0.8973126182561041
permanent_k,96,50,44,668264,595556,72708,72708,30,72678,0,0.891198687943687,686158774272,0.891198687943687
permanent_k,96,50,45,660612,590046,70566,70566,32,70534,0,0.8931808686490709,665944326144,0.8931808686490709
permanent_k,96,50,46,677243,601540,75703,75703,30,75673,0,0.8882188520220955,714423140352,0.8882188520220955
permanent_k,96,50,47,671844,601008,70836,70836,25,70811,0,0.8945648096879633,668492365824,0.8945648096879633
quota_lru_k,96,50,0,750647,15522,735125,735125,128,734997,735029,0.020678161639225895,6937509888000,0.020678161639225867
quota_lru_k,96,50,1,750519,16328,734191,734191,128,734063,734095,0.021755611783312614,6928695558144,0.021755611783312645
quota_lru_k,96,50,2,695582,33937,661645,661645,128,661517,661549,0.04878935912660189,6244065607680,0.04878935912660187
quota_lru_k,96,50,3,731407,24324,707083,707083,128,706955,706987,0.03325644955544587,6672872374272,0.03325644955544582
quota_lru_k,96,50,4,707788,31261,676527,676527,128,676399,676431,0.04416718000305176,6384509779968,0.044167180003051754
quota_lru_k,96,50,5,713851,27340,686511,686511,128,686383,686415,0.03829930895943271,6478730625024,0.038299308959432676
quota_lru_k,96,50,6,711032,31661,679371,679371,128,679243,679275,0.04452823501614555,6411349131264,0.044528235016145556
quota_lru_k,96,50,7,710291,30378,679913,679913,128,679785,679817,0.04276838647821808,6416464084992,0.04276838647821812
quota_lru_k,96,50,8,731917,27273,704644,704644,128,704516,704548,0.03726242183198368,6649855082496,0.037262421831983694
quota_lru_k,96,50,9,716962,37056,679906,679906,128,679778,679810,0.051684747587738264,6416398024704,0.05168474758773822
quota_lru_k,96,50,10,715058,38819,676239,676239,128,676111,676143,0.05428790391828355,6381791870976,0.05428790391828353
quota_lru_k,96,50,11,723738,37081,686657,686657,128,686529,686561,0.051235391813059424,6480108453888,0.05123539181305947
quota_lru_k,96,50,12,702847,47657,655190,655190,128,655062,655094,0.06780565329296419,6183148584960,0.06780565329296417
quota_lru_k,96,50,13,691573,57930,633643,633643,128,633515,633547,0.08376556054096965,5979805581312,0.08376556054096962
quota_lru_k,96,50,14,696640,51850,644790,644790,128,644662,644694,0.07442868626550299,6085001871360,0.07442868626550303
quota_lru_k,96,50,15,710387,43072,667315,667315,128,667187,667219,0.06063174016416404,6297574440960,0.06063174016416406
quota_lru_k,96,50,16,677709,68782,608927,608927,128,608799,608831,0.10149193828029435,5746556141568,0.10149193828029435
quota_lru_k,96,50,17,668368,99315,569053,569053,128,568925,568957,0.14859328992411366,5370257866752,0.1485932899241137
quota_lru_k,96,50,18,696935,41479,655456,655456,128,655328,655360,0.05951631070329371,6185658875904,0.05951631070329366
quota_lru_k,96,50,19,706924,33924,673000,673000,128,672872,672904,0.047988185434360696,6351224832000,0.047988185434360675
quota_lru_k,96,50,20,716192,33439,682753,682753,128,682625,682657,0.04668999374469416,6443265687552,0.04668999374469418
quota_lru_k,96,50,21,701005,49895,651110,651110,128,650982,651014,0.07117638247944023,6144644874240,0.07117638247944025
quota_lru_k,96,50,22,710745,47743,663002,663002,128,662874,662906,0.06717317744057293,6256871866368,0.06717317744057294
quota_lru_k,96,50,23,710831,47145,663686,663686,128,663558,663590,0.0663237816020967,6263326900224,0.06632378160209673
quota_lru_k,96,50,24,702926,54642,648284,648284,128,648156,648188,0.07773506741819196,6117975392256,0.07773506741819192
quota_lru_k,96,50,25,690120,69508,620612,620612,128,620484,620516,0.10071871558569524,5856829636608,0.10071871558569523
quota_lru_k,96,50,26,705241,49902,655339,655339,128,655211,655243,0.0707587902575148,6184554725376,0.07075879025751486
quota_lru_k,96,50,27,714223,45412,668811,668811,128,668683,668715,0.06358238253318642,6311692468224,0.06358238253318638
quota_lru_k,96,50,28,683455,62930,620525,620525,128,620397,620429,0.09207628885588663,5856008601600,0.09207628885588659
quota_lru_k,96,50,29,698769,47399,651370,651370,128,651242,651274,0.06783214481466694,6147098542080,0.06783214481466693
quota_lru_k,96,50,30,698061,43029,655032,655032,128,654904,654936,0.061640744863271264,6181657509888,0.06164074486327131
quota_lru_k,96,50,31,707311,35208,672103,672103,128,671975,672007,0.04977725498401693,6342759677952,0.04977725498401697
quota_lru_k,96,50,32,723102,29656,693446,693446,128,693318,693350,0.04101219468346098,6544177496064,0.041012194683460956
quota_lru_k,96,50,33,711496,42190,669306,669306,128,669178,669210,0.05929759267796305,6316363874304,0.059297592677963085
quota_lru_k,96,50,34,709443,45688,663755,663755,128,663627,663659,0.06439981788529875,6263978065920,0.0643998178852987
quota_lru_k,96,50,35,717922,39055,678867,678867,128,678739,678771,0.05440006017366789,6406592790528,0.05440006017366794
quota_lru_k,96,50,36,707052,44903,662149,662149,128,662021,662053,0.06350735165164656,6248821948416,0.06350735165164656
quota_lru_k,96,50,37,693096,52496,640600,640600,128,640472,640504,0.07574131144891905,6045460070400,0.07574131144891905
quota_lru_k,96,50,38,703325,40626,662699,662699,128,662571,662603,0.05776276970106281,6254012399616,0.057762769701062755
quota_lru_k,96,50,39,708552,39668,668884,668884,128,668756,668788,0.05598459957773036,6312381382656,0.05598459957773039
quota_lru_k,96,50,40,690803,47179,643624,643624,128,643496,643528,0.0682958817492107,6073998114816,0.06829588174921075
quota_lru_k,96,50,41,672413,83702,588711,588711,128,588583,588615,0.12448004425851374,5555774029824,0.12448004425851378
quota_lru_k,96,50,42,663643,112962,550681,550681,127,550554,550585,0.17021501017866533,5196877922304,0.17021501017866536
quota_lru_k,96,50,43,663285,108374,554911,554911,125,554786,554815,0.16338979473378715,5236797210624,0.16338979473378712
quota_lru_k,96,50,44,668264,87021,581243,581243,126,581117,581147,0.1302194940921552,5485297139712,0.13021949409215516
quota_lru_k,96,50,45,660612,119535,541077,541077,128,540949,540981,0.18094585021162196,5106243207168,0.1809458502116219
quota_lru_k,96,50,46,677243,57135,620108,620108,126,619982,620012,0.08436410564597936,5852073295872,0.0843641056459794
quota_lru_k,96,50,47,671844,81323,590521,590521,121,590400,590425,0.12104446865641429,5572855332864,0.12104446865641427
full_resident,128,50,0,750647,750647,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,1,750519,750519,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,2,695582,695582,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,3,731407,731407,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,4,707788,707788,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,5,713851,713851,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,6,711032,711032,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,7,710291,710291,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,8,731917,731917,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,9,716962,716962,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,10,715058,715058,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,11,723738,723738,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,12,702847,702847,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,13,691573,691573,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,14,696640,696640,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,15,710387,710387,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,16,677709,677709,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,17,668368,668368,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,18,696935,696935,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,19,706924,706924,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,20,716192,716192,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,21,701005,701005,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,22,710745,710745,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,23,710831,710831,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,24,702926,702926,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,25,690120,690120,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,26,705241,705241,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,27,714223,714223,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,28,683455,683455,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,29,698769,698769,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,30,698061,698061,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,31,707311,707311,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,32,723102,723102,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,33,711496,711496,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,34,709443,709443,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,35,717922,717922,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,36,707052,707052,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,37,693096,693096,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,38,703325,703325,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,39,708552,708552,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,40,690803,690803,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,41,672413,672413,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,42,663643,663643,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,43,663285,663285,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,44,668264,668264,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,45,660612,660612,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,46,677243,677243,0,0,0,0,0,1.0,0,1.0
full_resident,128,50,47,671844,671844,0,0,0,0,0,1.0,0,1.0
